gid	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000
YCR019W	0.0527513	0.1050726	0.1743923	0.2563269	0.3430487	0.3874156	0.4048769	0.4720787	0.3588891	0.3497077	0.4042396	0.3335608	0.1724766	0.1198163	0.0659095	0.0358055	0.0421011	0.0633142	0.0464124	0.0657318	0.0529247
YCR018CA	0.497415	0.6106501	0.561654	0.4719943	0.4943123	0.5098505	0.5378968	0.5160392	0.517027	0.5306178	0.5972315	0.5765996	0.6315738	0.781741	0.7115814	0.767943	0.703517	0.618451	0.5860912	0.6195374	0.5828601
YDR043C	1.0130167	0.9618048	1.0004517	1.0281134	0.9958165	0.9286955	1.0147004	1.026629	1.0093306	1.1129357	0.9546386	1.0365688	0.9769265	0.97226	0.977218	0.9473702	0.9558615	1.0511662	0.974745	0.8916938	1.0819526
YJL107C	0.0422529	0.0515312	0.0564414	0.0592278	0.083575	0.1006887	0.0699473	0.0937634	0.1172177	0.0692777	0.0802594	0.1040406	0.1191974	0.0648818	0.0724659	0.0735907	0.0690975	0.0434985	0.0450525	0.035474	0.026032
YDR077W	0.5778461	0.8349894	0.8511236	0.8552128	0.9499189	0.9150703	0.8712482	0.9815179	0.8946991	0.9068144	0.9736869	0.698422	0.5629843	0.5989534	0.5915481	0.4505846	0.4834131	0.4956747	0.5319009	0.5466523	0.517681
YJR094WA	0.0871537	0.0325385	0.0508544	0.0680621	0.055713	0.0632037	0.058385	0.0308263	0.0620808	0.070894	0.0535956	0.1696356	0.119467	0.1142998	0.0904275	0.0733033	0.0857304	0.0742208	0.0761551	0.0822853	0.0574793
YLR413W	0.2511101	0.5831405	0.6117869	0.5283106	0.5684577	0.585153	0.5206687	0.6245863	0.6137691	0.6345002	0.5615214	0.3470033	0.2937015	0.2481399	0.2426941	0.2996784	0.2931449	0.2679503	0.3286744	0.3540211	0.3355526
YEL069C	0.9781705	1.0115229	0.9318938	0.9355328	0.8972001	0.9530465	0.9742064	0.9640103	0.9424365	0.9940699	0.9409449	0.9616222	0.8599493	1.0393141	0.9643361	0.9460857	0.8981959	0.9018006	0.941892	0.9081889	0.9557817
YNL087W	1.0102809	0.9269167	0.9453423	0.8748976	0.9415847	0.9632646	0.9025658	0.9753721	1.0305305	1.076181	0.8984101	0.977241	1.0044566	0.9601516	1.047216	0.9996825	0.9552112	1.0417929	0.9942498	1.0594992	1.0336149
YMR136W	0.9924818	0.9351526	0.9452672	0.9962984	0.9440618	0.9013557	0.961836	1.0671134	0.9145867	0.9207176	0.8406753	0.9484723	0.9408422	0.9786091	1.0156004	0.9295245	0.9818176	0.9686005	0.9817253	0.9867345	0.9670632
YGL162W	0.9596489	0.9210235	0.9793473	1.0215123	0.9545379	0.8883045	1.0091649	1.0204252	1.0535647	1.0223894	1.0007492	0.9997587	0.9990644	0.9663507	1.0639319	0.9851029	1.0359884	0.9412661	1.0237065	1.0774921	0.9784066
YMR135C	0.1724042	0.1699224	0.1404069	0.1909304	0.120659	0.142131	0.1267262	0.151853	0.1237301	0.1545698	0.1280785	0.1443751	0.1495842	0.1074857	0.1762322	0.1567514	0.1732121	0.1407256	0.1272781	0.1398799	0.1489604
YGL001C	0.9391723	1.0082141	1.0166034	0.9844316	1.0778753	0.9868143	0.9518654	1.0079419	0.9836477	0.9226534	0.9896194	0.9328628	0.9553954	0.9511015	0.926991	0.9139886	0.8940766	0.9661232	0.940009	0.9529356	0.8075087
YAL063C	0.7840235	0.8167001	0.8786567	0.8616132	0.850223	0.8858675	0.8652027	0.8533265	0.8739993	0.870038	0.8525852	0.8275698	0.7977234	0.8013523	0.7871833	0.895931	0.7970197	0.8191732	0.8551879	0.8771566	0.8448835
YDR343C	0.8154864	0.7923571	0.7193416	0.5043591	0.6362513	0.7635284	0.7686575	0.8194453	0.6893183	0.675738	0.6971906	0.8901586	0.8546719	0.9932659	0.9839581	0.7305301	0.7323623	0.8277642	0.8562632	0.9320294	0.8017316
YMR011W	0.0727512	0.0653799	0.023176	0.0330456	0.0997815	0.1307939	0.1315455	0.1778607	0.1214021	0.1001534	0.1556006	0.050282	0.0714914	0.0576561	0.0712427	0.0685348	0.068862	0.0496206	0.0479181	0.0653357	0.0415605
YDL048C	0.9324227	1.0591906	0.9961386	0.9673641	1.0077479	0.9269373	0.9498897	0.9155581	0.9545201	0.9920213	0.9839864	0.9741883	1.028415	0.9789739	1.0732365	1.0530632	0.9659886	0.9240444	1.1113713	1.0707496	1.1026379
YOR050C	0.8371889	0.825646	0.8576982	0.8264568	0.7924351	0.9714112	0.8729935	0.7795286	0.7813756	0.8431266	0.7722128	0.7823938	0.80177	0.7849625	0.8496526	0.7861879	0.8680335	0.8371613	0.83438	0.847078	0.8678327
YOR107W	0.8549236	0.875242	0.9933894	1.0698969	1.0623859	1.0347025	0.9197828	0.9121743	0.9724399	0.9830025	0.923977	0.9520652	0.8996978	0.846128	0.8521464	0.8399916	0.8566502	0.8547334	0.8779082	0.8008204	0.8878
YJL214W	0.9762119	0.9257818	0.8793954	0.9158616	0.9555366	0.9558127	1.0293104	0.9308485	0.8936264	0.9846868	0.9655047	0.9165682	0.9546914	0.9257293	0.9461913	0.9902023	0.9537943	0.9512322	0.9782721	0.9366124	0.9708741
YEL066W	0.1685512	0.595368	0.7302422	0.8947085	0.8354812	0.7483269	0.7685905	0.7710291	0.7845374	0.8118603	0.7605218	0.3754917	0.1645624	0.1493161	0.1581305	0.1889012	0.1896084	0.1610687	0.1668461	0.1612765	0.1911252
YGL259W	0.4276453	0.6622269	0.6433366	0.738516	0.7284004	0.7391847	0.7449176	0.7105479	0.7376173	0.7720191	0.70889	0.5900503	0.5458827	0.5582061	0.5032786	0.4347932	0.4497844	0.5179525	0.5274955	0.4934153	0.5105959
YJL216C	1.0187357	1.01581	0.9781591	0.993677	1.0147214	0.9491465	0.9450485	1.0251035	0.9941719	1.0351896	0.9252251	0.9594771	1.0289692	1.0004373	0.9432437	0.9581026	0.9875896	0.9447154	1.0260359	1.0686819	0.9744287
YIL013C	0.1876952	0.2070453	0.2471207	0.4887796	0.6851813	0.6500835	0.6853368	0.6368659	0.6653157	0.7083734	0.7070254	0.4477102	0.2285895	0.2089436	0.1838916	0.2034933	0.1714557	0.1710957	0.2072416	0.1766703	0.1865512
YBR069C	0.7672994	0.7536848	0.7041368	0.7292751	0.6054003	0.7341874	0.7895128	0.7136262	0.5973553	0.6602943	0.658351	0.6770766	0.6476291	0.6622864	0.666081	0.8533478	0.7644301	0.7907101	0.7585186	0.7986783	0.7507523
YPL230W	0.1330364	0.1763176	0.4084669	0.6332145	0.7740775	0.8084891	0.7246533	0.6467538	0.691981	0.7600453	0.7649293	0.5752159	0.2705183	0.1378981	0.1340774	0.1273307	0.1709067	0.1252241	0.1345828	0.1213874	0.1247633
YKL044W	0.9648072	0.3828068	0.1730001	0.1120771	0.0991416	0.0899522	0.0970033	0.1054054	0.1098837	0.1133276	0.1058602	0.6445007	0.870258	0.9053178	0.9054973	0.8548964	0.8835747	0.8915421	0.9393417	0.9173848	1.012991
YOR179C	0.7064282	0.5940164	0.7984861	0.8691524	0.8631932	0.901275	0.8594741	0.748981	0.7868823	0.8715626	0.8073716	0.8541596	0.7607297	0.7625981	0.6977685	0.6797748	0.6350897	0.6587374	0.6498849	0.6714829	0.7025257
YOR049C	1.0264318	0.9740638	1.0939425	0.9966495	0.9631455	0.9818418	0.8750961	0.9920578	0.94644	0.9230605	1.0075353	1.0575629	1.0000265	1.0727444	1.1011907	1.0021699	1.0167448	0.9804297	0.9713602	0.9691702	0.9344575
YAL064W	0.5646278	0.5608953	0.5246176	0.4439669	0.4544414	0.4358745	0.435306	0.4704718	0.4350268	0.4088552	0.4052565	0.4318081	0.4287681	0.5520982	0.5595888	0.5460753	0.5707051	0.5446162	0.6197338	0.6002849	0.6029684
YIR013C	0.8964097	1.0247929	0.9853065	0.9981094	0.989734	0.9634379	0.924367	0.8304852	1.0613962	1.0231314	1.0300439	0.9346189	0.8106156	0.8743114	0.8949845	0.9284528	0.8814364	0.8873548	0.7835718	0.9588498	0.7859428
YDR134C	0.0038853	0.0037784	0.0020347	0.000133	0.0008212	0.0012669	0.0017016	0.0014925	0.0004353	4.85e-05	0.0	0.0003821	0.0014398	0.0013275	0.0005967	0.0	0.0017448	0.0013598	0.0028423	0.000575	3.15e-05
YBR018C	0.8167309	0.7865588	0.8297113	0.7812533	0.7120929	0.6853519	0.6754178	0.6325886	0.6448711	0.7831933	0.7332376	0.7349691	0.6789554	0.8219732	0.8140038	0.7867738	0.7429372	0.7355945	0.7523402	0.765932	0.7823589
YDR133C	0.739724	0.7409997	0.7664979	0.7815314	0.7909569	0.7535404	0.7968512	0.7030738	0.7841395	0.7769255	0.7815662	0.7284336	0.7545005	0.7321027	0.7172832	0.7334998	0.7275239	0.7619763	0.6975508	0.6535991	0.7421268
YIR014W	0.0210538	0.0003889	0.0001026	7.5e-06	0.0	3.84e-05	0.0038508	0.0007754	0.0019195	0.0001704	1.9e-06	0.0093451	0.0305552	0.0152391	0.0145649	0.0253447	0.015866	0.0109775	0.0172366	0.0136518	0.0123452
YOR030W	0.2187597	0.0654516	0.0180906	0.0035065	0.0027121	0.0058312	0.0012345	0.0038181	0.010507	0.0073561	0.0008286	0.2704812	0.2775329	0.1899765	0.2550215	0.250838	0.2334392	0.2138835	0.2040717	0.2382808	0.1949554
YKL096W	0.9951932	1.0265158	0.9712849	0.9450431	0.9016088	0.8934601	0.8805698	1.0213849	1.0016391	1.002959	1.0398046	0.9920443	0.9672726	0.9645865	1.0616869	0.9756661	0.9494671	0.9616047	1.0768278	1.0496441	1.0819613
YNL167C	0.9848825	0.9058616	0.9916946	1.0114532	0.978274	0.9233547	1.0297772	1.0618457	1.007924	1.1422783	0.9700727	1.0063715	1.0160166	0.9842478	0.9446456	0.9582247	1.0162393	1.0600895	0.9914014	1.0099722	0.9675983
YHL041W	0.7354638	0.7111648	0.6176985	0.6725954	0.6670109	0.6653022	0.6196999	0.6333675	0.6576176	0.7090087	0.5704232	0.6562546	0.6985021	0.673685	0.7106954	0.6466866	0.6169048	0.5974408	0.7248356	0.6435899	0.6357396
YDR040C	0.9097591	0.9357864	1.0181044	0.9964601	0.9407277	0.9167496	1.0502077	1.0543934	1.0277382	1.0118685	1.0011587	1.0030432	0.9470641	0.9108611	0.8479637	0.8811189	1.0358957	1.0417027	0.9659119	1.0075087	0.9645321
YML131W	0.4796981	0.5011763	0.5359269	0.6422362	0.7207189	0.7996445	0.8129465	0.8399365	0.8195082	0.7750773	0.9777204	0.8612983	0.8578392	0.7501711	0.6428428	0.527904	0.5120331	0.5360548	0.5435358	0.4974747	0.5171121
YNL178W	0.2276512	0.2351945	0.1639273	0.1033193	0.0691983	0.0569019	0.0374476	0.0588994	0.0630659	0.0546602	0.0435343	0.0522059	0.1207337	0.1700353	0.1981836	0.2526649	0.283396	0.2800668	0.3105186	0.2588831	0.235209
YEL001C	0.4824695	0.4187063	0.4287174	0.5204069	0.4408151	0.5334437	0.5734353	0.4366091	0.4928782	0.4684226	0.4604196	0.4534845	0.4786726	0.4572018	0.4839394	0.4713307	0.4461278	0.4196903	0.4531034	0.4520988	0.4520883
YER001W	0.9428173	0.9252808	0.8379346	0.9141215	0.8776161	0.9395555	0.8779069	0.9024693	0.9259377	0.9385667	0.8877826	0.8963083	0.8573968	0.8173208	0.8696974	0.9399453	0.8953979	0.8298474	0.7998191	0.8047421	0.835287
STA1	1.0060484	0.9491024	0.9647542	0.8325246	0.7728166	0.841875	0.7689019	0.7992384	0.8092778	0.8228598	0.8917236	0.8847643	0.9007851	0.8943171	0.9320247	0.9004484	0.9723076	0.8796764	0.9568931	0.8931014	0.8829251
YOR354C	0.6687736	0.46814	0.3495228	0.3025926	0.3420935	0.321576	0.3043054	0.2844509	0.2417381	0.2597595	0.2549137	0.5234557	0.5411015	0.5792112	0.6171961	0.6524132	0.6323226	0.6234681	0.5548542	0.600343	0.6327585
YIL122W	0.7895195	0.7886004	0.9665951	0.8974477	1.0512512	1.0150912	1.0056962	0.9486417	0.974014	0.9344013	0.9955191	0.9842342	0.8123516	0.7451816	0.7478296	0.7824187	0.7900577	0.8032142	0.8252682	0.7187332	0.7171283
YMR173WA	0.5275312	0.5622891	0.5081416	0.5085896	0.4738327	0.4474856	0.4299728	0.4977002	0.4852878	0.5040773	0.5000351	0.529145	0.4840849	0.4597343	0.5070639	0.4862009	0.4527733	0.5158347	0.5287517	0.5799489	0.5669492
YOR140W	0.2862061	0.2994117	0.3094719	0.2782082	0.2545869	0.2476466	0.2830573	0.2709402	0.2451769	0.2627216	0.2313148	0.2613975	0.2765548	0.3743039	0.3517841	0.2637623	0.2785799	0.2948672	0.3290156	0.289453	0.3530406
YHR138C	0.3618443	0.4258251	0.3538173	0.3715904	0.299718	0.2855704	0.2803644	0.2609558	0.319844	0.315945	0.2788239	0.3213777	0.3176529	0.3046072	0.3702096	0.4512773	0.36173	0.4292508	0.4460319	0.3768871	0.3925323
YFL034W	0.8727831	0.8946356	0.9026737	0.7362342	0.6608516	0.674041	0.7421618	0.6922017	0.658508	0.7019991	0.6718206	0.7354107	0.6301665	0.714597	0.8063941	0.8407502	0.8789355	0.8937424	0.8157573	0.8906148	0.8575309
YHL034C	0.5738051	0.3479155	0.2349219	0.1988046	0.1962577	0.1985407	0.1640179	0.1697731	0.1963411	0.2360206	0.2029473	0.4530651	0.514905	0.5484607	0.6216754	0.5818696	0.6080631	0.6033971	0.6171641	0.582372	0.5662818
YDL115C	0.9352623	0.9104941	0.8480433	0.8598393	0.9163363	0.9173837	0.9440407	0.9435489	0.897334	0.9234398	0.8115331	0.880068	0.8680535	0.9575921	0.9191019	0.921891	0.8779674	0.8958391	0.9609101	0.8647549	0.8981975
YOL151W	0.3377176	0.1112661	0.0851752	0.0521911	0.0236477	0.023395	0.0159085	0.0009836	0.0109502	0.0202519	0.0134285	0.0862677	0.1139206	0.261188	0.3422454	0.3221845	0.3562317	0.3384599	0.3473296	0.3293589	0.2920797
YLR121C	0.6712068	0.2914061	0.146703	0.1429907	0.1146614	0.1027824	0.0981104	0.107197	0.126359	0.123047	0.1312889	0.4835003	0.5879531	0.5928617	0.7086158	0.6970891	0.7033564	0.7226101	0.632702	0.6615391	0.6825464
YDL114W	0.0041254	0.0014054	0.001384	0.0096327	0.0118277	0.0	0.0021578	0.0053832	0.0026746	0.0034132	0.0087286	0.0017428	0.0042437	0.0024055	0.0035047	0.0074341	0.0038781	0.0005794	0.0027719	0.004145	0.0104249
YER046W	0.1344869	0.080073	0.1886942	0.4690622	0.5559907	0.6226514	0.6578533	0.6098916	0.5769729	0.6132396	0.6479357	0.5015161	0.3092497	0.2353693	0.1574766	0.133719	0.1222333	0.1169192	0.092595	0.0903361	0.0895648
YJL105W	0.2098836	0.1569392	0.098109	0.0664679	0.059692	0.0614903	0.0604081	0.0371633	0.040443	0.0283087	0.03169	0.0382763	0.1472601	0.2291247	0.2286141	0.211113	0.1755626	0.2013965	0.1910828	0.2164871	0.2132899
YMR152W	0.0159814	0.0210195	0.0106822	0.0128166	0.0127324	0.0075612	0.0069895	0.0146917	0.0278528	0.0055721	0.0067808	0.0098182	0.0194483	0.0187533	0.0303544	0.0451032	0.0427519	0.0173934	0.0441377	0.0513661	0.0586502
YGR251W	0.6667524	0.8678847	0.6095729	0.2407857	0.0842764	0.0571122	0.0319479	0.0337307	0.0368775	0.0461928	0.0370874	0.0915331	0.3101148	0.5777967	0.7302666	0.8683036	0.9114086	0.8072318	0.87909	0.8257309	0.8361504
YDR332W	0.2701989	0.2346971	0.2094738	0.1576211	0.1022064	0.0753005	0.0953448	0.0943781	0.1016726	0.0876951	0.0820159	0.0893433	0.1292056	0.1711429	0.2308066	0.269315	0.2330342	0.2868613	0.2315714	0.2825839	0.2896476
YHR160C	0.6249415	0.6946347	0.6510409	0.6187586	0.658367	0.6354147	0.7423975	0.7749351	0.6835416	0.6730917	0.6398576	0.6584263	0.6913065	0.6535068	0.7130157	0.7342126	0.7344538	0.6430704	0.6546408	0.6804974	0.6918427
YNL066W	0.5312888	0.8811587	0.7994259	0.7495733	0.7452653	0.6773131	0.7049458	0.7696524	0.7989126	0.7839125	0.7418659	0.6141112	0.4788524	0.4181869	0.5008736	0.5594496	0.5807707	0.5872865	0.727199	0.7622719	0.8088218
YHR081W	0.716653	0.6929384	0.6403373	0.7117558	0.7173575	0.7598508	0.7460725	0.7258244	0.7800855	0.7973693	0.784275	0.7047642	0.6276961	0.6695665	0.6108115	0.7325585	0.7241752	0.7245395	0.5823498	0.6521958	0.7531801
YHR062C	0.0789088	0.0687841	0.0802255	0.0777578	0.0846924	0.0709116	0.0787242	0.0755281	0.0763255	0.0935576	0.0743896	0.0811524	0.0628808	0.0541595	0.0741688	0.0723298	0.0839675	0.0834617	0.0658249	0.0628056	0.0663959
YDR536W	0.2968611	0.2933088	0.2687779	0.2549694	0.2806206	0.2521916	0.2916774	0.2897923	0.2545426	0.2509817	0.2539678	0.2826032	0.23844	0.1655808	0.2162557	0.2910013	0.2979904	0.2241482	0.2627241	0.2579837	0.2922326
YJL108C	0.8806834	0.4309902	0.2889691	0.2478429	0.2138256	0.22316	0.2335841	0.2161898	0.2146621	0.2035013	0.2152587	0.5891623	0.6999362	0.7880159	0.8858197	0.8794607	0.8783927	0.8544984	0.8408958	0.880883	0.8408189
YMR150C	0.8242294	0.9003582	0.7924791	0.8410488	0.8732995	0.8860682	0.8846248	0.9444083	0.8042628	0.9593748	0.8823183	0.822541	0.8159736	0.8864748	0.8931619	0.8340481	0.8567316	0.8878576	0.9185516	0.9217246	0.8947198
YDR535C	0.5343887	0.6056544	0.5814952	0.5260583	0.5452956	0.5834893	0.5684646	0.435643	0.4588444	0.4795374	0.5630648	0.531794	0.5935307	0.5770884	0.5513246	0.512585	0.4698246	0.4984762	0.5412849	0.4565681	0.4918953
YIL012W	0.6988045	0.6255116	0.5345039	0.4485582	0.4664002	0.5005644	0.4448685	0.4256139	0.4850445	0.4177905	0.4798741	0.4489413	0.5976227	0.6710539	0.7791212	0.7311532	0.6633638	0.6808494	0.7378759	0.7592461	0.6535801
YHR080C	0.6371979	0.8272729	1.048521	1.0005742	1.0200692	0.9781316	1.0016936	1.0386818	0.8934275	0.9980118	1.0012401	0.5842118	0.5622941	0.5872932	0.621479	0.5306462	0.5144715	0.5727954	0.6275895	0.5604255	0.5385669
YER096W	0.1333991	0.1321926	0.118551	0.123112	0.092113	0.1145375	0.1342238	0.1028959	0.1586885	0.1407032	0.1315932	0.1477346	0.1131837	0.1672537	0.1800859	0.1775952	0.1761095	0.1894922	0.1593639	0.1229273	0.1075578
YIL030C	0.0821795	0.0736514	0.1029468	0.0712758	0.0588276	0.0517101	0.0467148	0.062855	0.0692192	0.0535847	0.0696723	0.0564093	0.0543672	0.0503984	0.0313059	0.0593092	0.0850285	0.0773511	0.1073714	0.0995505	0.1097878
YOR181W	0.9918003	1.0499875	1.0443005	1.0290354	1.0921651	1.0452916	0.9769366	0.9156046	0.9150928	0.9787639	1.0230443	1.0282328	1.1197029	1.0981788	1.0394842	1.0594143	0.9726135	0.9950149	0.9250801	0.9508489	1.0062072
YAR029W	0.4220378	0.4002119	0.4294245	0.3886295	0.4524787	0.4210795	0.4276037	0.4205176	0.4692265	0.4223385	0.3628009	0.4244794	0.400902	0.4092531	0.4063387	0.4458875	0.4958852	0.4896333	0.4225232	0.3744038	0.4443391
YJL217W	0.0909614	0.0149995	0.019494	0.0488137	0.0564697	0.0571886	0.0443524	0.0292092	0.0594259	0.0560951	0.0427088	0.2541503	0.1149122	0.1007617	0.0821512	0.0956566	0.0933858	0.0677773	0.0914145	0.1174259	0.0927444
YBR025C	0.7778904	0.8125243	0.8105292	0.7566797	0.7781086	0.8686984	0.8260095	0.9084434	0.8183317	0.8286472	0.850559	0.7283481	0.7979582	0.6993941	0.6872842	0.7724491	0.7845328	0.624844	0.7151754	0.6708202	0.6644708
YMR151W	0.0164294	0.0081789	0.0250602	0.0567521	0.036938	0.0364016	0.0243838	0.0135213	0.0335036	0.0323466	0.0381192	0.0273179	0.0664476	0.0610386	0.0266636	0.0310132	0.0286259	0.0302242	0.0348242	0.0234521	0.0477284
YLR241W	1.0322289	0.9276946	0.7783505	0.728178	0.7802487	0.7769896	0.8388565	0.8247479	0.7586467	0.8100127	0.8373833	1.0088811	0.9565361	1.0683121	1.0656993	1.0635679	1.060233	1.02281	0.9901138	1.0502664	0.9322652
YMR056C	0.4604789	0.4404748	0.4748657	0.4373694	0.4379	0.4084378	0.4748699	0.4994423	0.4567143	0.4575884	0.4189141	0.4323569	0.4246734	0.4010552	0.4163967	0.4138567	0.3687912	0.4749758	0.4507883	0.4379279	0.4642137
YDR309C	0.5526268	0.7823372	0.7668504	0.6903171	0.8289862	0.8896657	0.8162858	0.9162	0.9029436	0.8214344	0.9142629	0.5789145	0.4823756	0.4892421	0.422445	0.4711714	0.527774	0.4967204	0.5498472	0.5077536	0.4221551
YDR473C	0.0929476	0.1502314	0.3330679	0.4924448	0.5474551	0.593677	0.6353389	0.5969818	0.5153558	0.5419562	0.6064919	0.35842	0.1723125	0.088842	0.1007138	0.1055112	0.085209	0.0996219	0.1189039	0.1436078	0.1151592
YMR172CA	0.9152186	0.9895934	0.9225807	1.0517412	1.0182586	1.0679214	1.0769795	1.0051872	0.9809868	0.9525914	0.944315	0.9490252	0.9085318	0.8839423	0.9801978	0.9222086	1.000361	0.9728144	0.9818655	0.921165	0.8208267
YMR173W	0.0056586	0.0142366	0.0104306	0.0056391	0.0045567	0.0064196	0.0103076	0.0066415	0.0029438	0.003689	0.0079894	0.0119526	0.0161692	0.0027598	0.0204993	0.0220086	0.0384074	0.0423084	0.0369378	0.0356339	0.0497334
YBR157C	0.1355308	0.1259092	0.217874	0.3150481	0.3196096	0.276402	0.3521798	0.3161383	0.290888	0.315229	0.3222991	0.293807	0.1785371	0.1449778	0.1330957	0.1742066	0.1339424	0.1376281	0.1598195	0.1677736	0.194773
YIL056W	0.765243	0.8069157	0.8710834	0.8844477	0.9056063	0.8588104	0.8769598	0.9443399	0.9355632	0.9447039	0.9967945	0.8825643	0.7817414	0.7610631	0.7919442	0.7120073	0.6965603	0.7398549	0.7353329	0.7524281	0.7231117
YKR075C	1.0446337	0.9984453	1.0118858	1.0699718	1.0490258	1.0089342	1.0346402	1.0268213	0.9990391	1.0883037	1.0106485	1.0354262	0.933885	0.9181863	0.9018002	0.8449126	1.0513421	1.0280481	1.0512991	0.996904	1.0350595
YGL209W	0.107484	0.1527944	0.1125264	0.0619733	0.0226246	0.0116474	0.0162371	0.0189222	0.0327838	0.010412	0.0231629	0.0131204	0.036642	0.0350625	0.1133461	0.1432477	0.1599191	0.1318879	0.1569567	0.145981	0.1486448
YDR009W	1.0120628	0.9500801	0.8782835	0.9722083	0.9606462	1.0107954	0.9467683	1.010261	0.9885892	1.0259577	0.9788609	1.0555053	1.099223	1.1054849	1.0979095	1.0542519	1.0067072	1.0260499	1.0457713	1.0304602	0.9501544
YDR516C	0.4323407	0.4706863	0.4831509	0.4760572	0.4589473	0.4215934	0.4201984	0.4180133	0.4031535	0.4218178	0.4668353	0.4385813	0.3979396	0.4432199	0.414242	0.4597675	0.4419689	0.4600379	0.43606	0.461832	0.4771872
YIL162W	0.2875075	0.3155835	0.2608991	0.263583	0.2287147	0.1986321	0.1726025	0.1764446	0.2341843	0.2192496	0.1949207	0.181249	0.2003933	0.217182	0.306612	0.3033816	0.3260919	0.3763455	0.3028445	0.3351116	0.3499082
YBR019C	0.75787	0.7770956	0.7994301	0.7846717	0.8108067	0.8023388	0.8077326	0.7038166	0.7541089	0.7710858	0.7493598	0.7478893	0.7783884	0.8240641	0.7402609	0.7660474	0.738906	0.7159369	0.7215991	0.7291129	0.7410258
YBR101C	1.0249244	0.9391939	0.9828874	0.9664853	1.0019679	0.9804384	0.8480014	0.9978389	1.0263954	1.0148527	1.0006271	0.94637	1.0214321	0.9177464	0.9726103	1.0145575	1.0020769	1.0326496	1.0897805	1.0174395	1.0494232
YLR042C	1.038106	0.4828597	0.3670419	0.2768432	0.2159845	0.1969633	0.2383043	0.2867074	0.2262218	0.2868456	0.2527656	0.6123869	0.7931958	0.903287	0.9530037	0.9125565	1.0237908	0.9527083	1.1195968	0.9860357	0.9821362
YHR092C	0.7046475	0.6883437	0.7085154	0.7238591	0.7306709	0.8638849	0.7508345	0.7706483	0.7046516	0.7082281	0.7452132	0.7021425	0.7153651	0.7598121	0.693368	0.6789253	0.6206423	0.6534276	0.6080075	0.6175914	0.6207489
YBR020W	0.5671368	0.476432	0.4703698	0.4689698	0.4549813	0.4932985	0.4655688	0.4654126	0.4372258	0.4273866	0.4945714	0.6534134	0.6808689	0.6764103	0.6325867	0.6089748	0.6554921	0.779667	0.6990578	0.6578263	0.6084525
YML051W	0.2874564	0.4871891	0.575706	0.612172	0.640663	0.598087	0.6731999	0.6993479	0.7200202	0.6584158	0.601368	0.4495336	0.3520003	0.2776881	0.2903477	0.2696999	0.2723502	0.3087864	0.3033867	0.3277484	0.2658979
YDR282C	0.2929234	0.1035134	0.095188	0.0953308	0.0643029	0.0946931	0.0985825	0.1044326	0.0635189	0.0930991	0.1163235	0.5114951	0.5558973	0.4424287	0.3280111	0.2753394	0.2717707	0.2860354	0.3028319	0.3298772	0.2933761
YKL038W	1.0659646	0.4194218	0.239921	0.2951583	0.239453	0.2418907	0.2238497	0.2474026	0.2153993	0.2297059	0.2198854	0.699775	0.9198868	0.9955543	0.9989479	1.0000327	0.9721726	1.0565002	0.937058	0.9195445	0.9868021
YHR094C	0.5836541	0.5652571	0.5522929	0.5814643	0.5777007	0.4806365	0.5255559	0.4871532	0.6309909	0.6461408	0.6087649	0.5432519	0.6527318	0.5675691	0.5742484	0.5542779	0.5994255	0.6152921	0.5979557	0.5995723	0.5415274
YDR345C	0.9650035	0.925451	0.9244956	1.0148968	1.0262367	1.0682293	1.0111101	0.9888089	0.9223983	0.9334005	0.9562443	1.021252	0.9493411	0.9638624	0.9667688	1.0187827	0.9972373	0.9890818	0.9854857	0.9913738	0.9956213
YHR043C	1.0741136	0.6405409	0.5879635	0.6020342	0.5672509	0.5866109	0.6178636	0.5396379	0.5668171	0.5424876	0.5515105	0.9714106	1.0015835	0.8863079	0.9642931	0.9919881	0.9724245	0.9318208	0.9902762	0.9347567	1.0806904
YBR050C	0.999848	0.9751211	0.994246	1.0664548	0.9657181	1.0140878	0.9268817	1.059885	1.0016859	0.9739985	1.0404557	0.9911092	1.0431526	0.971316	1.0291295	1.0574634	1.0086913	0.9526064	1.0173462	0.9228356	1.0098946
YER044C	0.0277682	0.0333358	0.0311252	0.0492511	0.0474155	0.0314362	0.0461868	0.0403355	0.0310034	0.0333364	0.0297744	0.0236758	0.0353977	0.0400614	0.0393193	0.0515515	0.0437283	0.0295734	0.0461605	0.0321046	0.0362364
YOR153W	0.4257172	0.4840187	0.5110634	0.5432504	0.5528926	0.5480151	0.5533783	0.5041237	0.611456	0.5377303	0.5575336	0.4776968	0.4165798	0.4203885	0.4181796	0.4178214	0.4087235	0.3842776	0.4594972	0.4644658	0.4394625
YNR060W	0.0655574	0.0119168	0.0014998	0.0050718	0.0071319	0.0067813	0.0030553	0.0040925	0.0160097	0.005463	0.0050942	0.0521139	0.0643509	0.0911178	0.0749109	0.0773119	0.1059057	0.0893929	0.0863163	0.0819135	0.0643413
YKL032C	1.09783	1.0458057	0.9987079	1.0245249	0.985581	1.0441222	0.9598617	0.9320094	0.9580289	1.0067588	0.9847049	0.9646827	0.9311491	0.9959802	1.0082608	1.0391238	1.0543015	1.0323768	0.9957929	1.0237729	1.0663781
