gid	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000
YBL045C	1.0096126	0.9860338	0.9446238	1.0828973	1.0366571	1.0853699	1.0600376	1.0277163	1.029746	0.9595586	1.0432411	1.032351	0.9562397	1.0285273	0.9371539	0.9540088	0.9726776	0.9837802	0.8745749	0.9225961	1.0133934
YPR109W	0.4145925	0.3097049	0.2118135	0.0872207	0.0554684	0.0291162	0.020839	0.0303053	0.0248088	0.0200005	0.0106135	0.2719076	0.2701752	0.3182812	0.3725568	0.4178557	0.5788545	0.5005905	0.5544324	0.4809666	0.5545577
YNL288W	0.7934435	0.809007	0.8630065	0.7434372	0.7764412	0.7957172	0.7890372	0.846425	0.774902	0.8751745	0.8277376	0.8276899	0.7862982	0.7253604	0.810383	0.8139421	0.8678048	0.8588557	0.888236	0.8468461	0.7796132
YIL099W	0.3807272	0.1561578	0.1440595	0.1417558	0.0865376	0.0562449	0.0749556	0.0555547	0.0501704	0.0537762	0.0474814	0.3150955	0.4730342	0.4327302	0.384226	0.3735285	0.3823214	0.3791624	0.3207232	0.4022398	0.3926107
YNR017W	0.2906644	0.2999514	0.2876631	0.3221148	0.3222398	0.2618693	0.2923758	0.2758934	0.2540277	0.2861811	0.2502028	0.2542882	0.3182577	0.2984623	0.3080946	0.3439425	0.2767161	0.2305719	0.2424336	0.2694663	0.2494691
YBL043W	0.9179924	0.8435507	0.8980857	0.9308793	0.8804272	0.8739444	0.8911827	0.8527162	0.887332	0.9510386	0.858896	0.9188337	0.9670632	0.8229252	0.8266754	0.8398478	0.9229556	0.8353607	0.9280661	0.9244182	0.9224048
YIR020C	0.4218	0.5755992	0.6014292	0.5176337	0.3514478	0.3787769	0.2991439	0.2689955	0.3847676	0.2960022	0.2338586	0.0835823	0.1082151	0.0805393	0.1837174	0.3212968	0.4606663	0.4771994	0.4135958	0.3592532	0.2592839
YCL052C	0.1456429	0.1025543	0.1214829	0.0746589	0.0917179	0.0826387	0.1054865	0.0963253	0.1056444	0.0547105	0.0816866	0.1295195	0.1080433	0.0790669	0.0729402	0.0962323	0.0857787	0.0932323	0.1210161	0.0933024	0.0771632
YDR366C	0.9328341	0.8771498	0.9798909	1.0338508	1.031654	0.9600195	1.0141163	1.0033694	1.0045365	0.9981312	0.9358296	0.8160124	0.810203	0.8550094	0.8661795	0.9829652	0.9340775	0.8802423	0.8781442	0.9286145	0.9091931
YPL281C	0.8832917	0.818135	0.8107121	0.8571608	0.916721	0.9354512	1.0048621	0.9201491	0.9485539	0.9709978	0.9367362	1.0062364	0.8818489	0.9629072	0.8979903	0.760888	0.8541132	0.8561141	0.8662508	0.8385465	0.8993344
YBL018C	0.4262466	0.2079375	0.1074589	0.1161116	0.1442368	0.1915099	0.1694902	0.1624313	0.1746764	0.1813066	0.1404282	0.3659504	0.4411053	0.4062399	0.4724943	0.4940587	0.48089	0.4951047	0.3806066	0.4076483	0.4383472
YPL208W	0.0268973	0.0068601	0.0008626	0.0006625	0.0001468	0.0015556	0.003102	0.0026174	0.000367	0.0001542	0.0016099	0.026265	0.0129304	0.0177929	0.0217329	0.0271881	0.0274419	0.025822	0.0430575	0.02378	0.0352383
YOL164W	0.8517795	0.5902924	0.7139818	0.8359759	0.8833621	1.0172739	0.933594	0.9945628	1.037122	0.9412324	0.9804417	1.0240569	1.041751	0.9357843	0.8184764	0.6283015	0.568967	0.610775	0.5590016	0.6063918	0.6155203
YPL197C	0.3068927	0.2895796	0.3172264	0.354138	0.345711	0.3678094	0.3528521	0.3672493	0.3763424	0.3826448	0.4038554	0.3342582	0.3509505	0.2817909	0.3304227	0.3054221	0.2831086	0.2879443	0.2980254	0.3066314	0.3326588
YHR145C	0.0156804	0.0235735	0.0274156	0.0251981	0.0121584	0.0157482	0.0230453	0.0256473	0.0241211	0.0275713	0.018943	0.0193555	0.0126713	0.0155491	0.018755	0.0154444	0.0092881	0.02526	0.0192954	0.0064132	0.0082816
YAR002W	0.6220982	0.7583352	0.8079617	0.8338524	0.8531	0.940234	0.9263207	0.9254173	0.9653943	0.9572719	1.0118453	0.7790349	0.699583	0.6070801	0.6233663	0.605902	0.6484326	0.5852823	0.5359903	0.5885394	0.62427
YPL280W	0.2540684	0.1518193	0.1963896	0.2503149	0.2509405	0.2934404	0.2389795	0.2894012	0.2842558	0.276232	0.258436	0.287651	0.312066	0.2929296	0.1515297	0.1908854	0.142103	0.1765247	0.1575937	0.1967536	0.1980882
YPL209C	0.0412189	0.047172	0.0413257	0.0607836	0.0606171	0.052703	0.0582861	0.039115	0.0409057	0.0426065	0.056237	0.0495468	0.0488046	0.0501425	0.0400575	0.0283551	0.0405485	0.0330448	0.0460458	0.0501919	0.0482807
YPL196W	0.1538317	0.0821758	0.0737621	0.0849531	0.0944343	0.0818958	0.0793258	0.095219	0.0965875	0.0726591	0.071693	0.1864824	0.1908515	0.1746282	0.1456993	0.1514952	0.1572702	0.1401765	0.1733155	0.161377	0.1533579
YJR156C	0.5241239	0.8654617	0.8672952	0.9087819	0.9293581	0.9297802	0.9470682	0.9077232	0.8701684	0.8495818	0.9128568	0.3663193	0.1704095	0.2278467	0.4189657	0.6295079	0.6671874	0.6739477	0.7284895	0.71901	0.7015351
YDR277C	0.5230141	0.6635015	0.7535779	0.8585951	0.8771761	0.8419531	0.8565911	0.8749653	0.7817749	0.8358785	0.7162637	0.6785058	0.6493261	0.5744838	0.5650232	0.5294807	0.5734905	0.5235871	0.4607623	0.4708937	0.4832406
YHL021C	0.7317602	0.9252775	0.9786506	1.0483882	1.0885463	1.0113112	1.0009316	1.0034448	0.9608148	1.0185146	1.0365607	0.9122434	0.8926652	0.8126426	0.7417447	0.6941308	0.6720078	0.6814561	0.7134474	0.6346851	0.6409601
YAR068W	0.8046724	0.9633122	1.0896988	1.0610587	1.0915327	0.9468483	1.0487962	1.0024757	0.9729474	1.0259208	0.9532572	0.8222222	0.8333978	0.7417281	0.7909749	0.8884273	0.7685223	0.7670876	0.7635731	0.8345334	0.7646715
YJL042W	0.5006968	0.5913655	0.5552608	0.5724239	0.6651152	0.62306	0.7237587	0.7238373	0.7093702	0.6633311	0.6726533	0.551046	0.4640035	0.5580184	0.6869613	0.5985799	0.6021319	0.6061564	0.5746007	0.5761136	0.5622645
YIL095W	0.8258759	0.7476347	0.7758876	0.7942368	0.7702057	0.7987499	0.8151635	0.7233292	0.8503681	0.8555372	0.8373873	0.9145032	0.7896737	0.7593696	0.7057128	0.7483208	0.7419281	0.7990482	0.7247602	0.7819388	0.7263338
YGL034C	0.4261719	0.5338919	0.4640202	0.4368043	0.419428	0.391149	0.4011498	0.3682334	0.3934776	0.3537337	0.3617488	0.4454882	0.4008519	0.3956239	0.5302739	0.4918227	0.4859974	0.5167513	0.52523	0.4958886	0.4791771
YGL033W	0.7563016	0.7090678	0.6826949	0.8369299	0.8480015	0.9211268	0.9331078	0.884925	0.8583486	0.8939628	0.8218397	0.8711687	0.9007212	0.840257	0.7211794	0.7036742	0.6688725	0.7396457	0.7393278	0.7666402	0.6955111
YNL073W	0.4337719	0.4214827	0.4411234	0.5050432	0.6025431	0.5666359	0.6835393	0.7984449	0.7490994	0.7289172	0.7466396	0.6858777	0.5680546	0.4792453	0.3996091	0.4132027	0.3844178	0.3688103	0.4386436	0.39323	0.3977021
YPR028W	0.5855255	0.6505525	0.815571	0.8348817	0.7982638	0.7933834	0.8229507	0.8438601	0.8885481	0.8825074	0.9584972	0.8896791	0.8187649	0.7742679	0.7077544	0.8131694	0.8606562	0.8545224	0.7982196	0.722405	0.8255269
YDR122W	0.042325	0.0116088	0.0169948	0.019492	0.0296632	0.0159064	0.0241659	0.0168868	0.0088538	0.0124543	0.0172807	0.0199896	0.0107823	0.0105374	0.0013826	0.0153278	0.0130587	0.0025631	0.0076236	0.0162228	0.0192925
YMR277W	0.0634132	0.058453	0.0442094	0.0233214	0.0189525	0.0153691	0.0229549	0.0149559	0.0178283	0.0273496	0.0267611	0.0156988	0.0072689	0.0256594	0.0128423	0.0205243	0.0306561	0.0266779	0.0185443	0.0287711	0.0380929
YDR368W	0.0863172	0.043734	0.0586734	0.0455502	0.0491026	0.0491068	0.0564555	0.0398395	0.0224099	0.0208246	0.0480011	0.0452593	0.0740618	0.0603153	0.0492641	0.0362211	0.0424649	0.0613072	0.0378619	0.0718779	0.0409029
YKL162CA	1.1058974	0.94332	0.8569315	0.9587675	0.9539661	1.1146708	0.9421035	1.0013287	1.0419075	0.982929	0.9429599	0.9897031	0.9772622	0.9406815	1.010492	0.9931569	1.0350889	0.9926767	1.0233686	1.0107283	0.8660069
YLR357W	0.6347826	0.7748357	0.8762668	0.8180133	1.007752	0.8182352	0.9091462	0.7952463	0.7634246	0.8262832	0.9000997	0.5867251	0.6564472	0.6951036	0.6248651	0.6280295	0.6389853	0.6177684	0.6647732	0.6656016	0.6452506
YOL146W	0.4801713	0.5021933	0.670208	0.7561841	0.9724819	0.8807424	0.937042	0.939169	0.9163148	0.9746821	0.9994784	0.99176	0.9431382	0.8509957	0.6035804	0.6049915	0.6033047	0.619697	0.6228163	0.6165932	0.6077095
YIL096C	0.1081329	0.0860799	0.0584178	0.0419496	0.0566459	0.0530622	0.0142577	0.0298561	0.0191599	0.0333245	0.0266114	0.0564474	0.0668255	0.090924	0.0856916	0.0677651	0.101595	0.0713658	0.0569929	0.08705	0.0880144
YLR038C	0.4766764	0.1394202	0.2047612	0.3995576	0.3792187	0.4117814	0.4044107	0.4198872	0.3776531	0.3615599	0.3792123	0.6247441	0.5024393	0.468183	0.4931455	0.4948049	0.5070124	0.4491537	0.4334074	0.4844702	0.4971638
YBR073W	0.3142727	0.1084939	0.0452751	0.0239337	0.0163684	0.0076702	0.002577	0.0049473	0.0022065	0.0016101	0.0048379	0.3308344	0.3076652	0.2517615	0.2695251	0.2246422	0.2245409	0.239968	0.3164247	0.2920967	0.2280348
YOR307C	0.1601154	0.1752671	0.1423646	0.1508227	0.1581625	0.131019	0.1328162	0.1432391	0.148207	0.1140821	0.1456546	0.1659195	0.1798839	0.1856577	0.2008792	0.1936577	0.1359557	0.1537511	0.1805336	0.1503234	0.173761
YNL236W	0.7462748	0.8432055	0.7417361	0.7562816	0.7162783	0.6458125	0.7778182	0.6968151	0.6802297	0.7821749	0.823934	0.7804117	0.8691385	0.7189184	0.7475718	0.6627261	0.670724	0.775847	0.8121468	0.8379362	0.7706449
YJL213W	0.7233342	0.7851418	0.7891504	0.689794	0.7616629	0.8380039	0.8345452	0.7766806	0.8309785	0.7762337	0.812586	0.7555653	0.7914964	0.7859591	0.7798362	0.7589128	0.6505165	0.7168084	0.6740964	0.7163117	0.7093513
YPR027C	0.1693058	0.2018997	0.1997028	0.1519405	0.1157832	0.0951798	0.1109804	0.0845317	0.0889349	0.0951054	0.0656671	0.0741652	0.0884614	0.1096327	0.1146077	0.1137691	0.1591016	0.1340175	0.1401505	0.1278788	0.1353461
YCL051W	0.8225514	0.770474	0.7911882	0.8855778	0.9045457	1.0687781	0.9676999	1.0205631	1.111884	0.997091	1.0094183	0.9775613	1.1142784	0.9394538	0.8326613	0.7991674	0.7476625	0.7758966	0.760391	0.7605117	0.7828358
YML048WA	0.6679938	0.2898575	0.1016191	0.0924655	0.3151524	0.3830367	0.417786	0.5227079	0.4291859	0.4129627	0.4006673	0.8511945	0.8950814	0.7514671	0.5673729	0.5734624	0.6441962	0.6226881	0.5689468	0.578623	0.5654141
YDL244W	0.6606933	0.6609284	0.6706595	0.6955501	0.6839902	0.6738464	0.7406535	0.7749676	0.7354893	0.7818731	0.7874589	0.7328028	0.657392	0.6406424	0.6634718	0.6042488	0.6498297	0.6628466	0.6273173	0.6138584	0.6141474
YPR010C	0.9381407	0.9189543	0.9548695	1.0008761	1.0522466	1.0164999	0.9787828	0.9447362	0.9884041	1.0284557	1.0339474	0.9991808	1.0067866	0.9557555	0.9045006	0.8746766	0.9082078	0.9866277	0.9051937	0.8860743	0.9440851
YNL074C	0.4073318	0.3303606	0.3110541	0.4047098	0.4662408	0.4537759	0.5042833	0.4532772	0.5001811	0.4774636	0.4637882	0.9263493	1.0529295	0.9811934	0.746743	0.5691297	0.6035327	0.6795596	0.6541114	0.5963409	0.6329988
YLR290C	0.3484175	0.3068273	0.172346	0.0948975	0.0782346	0.0735852	0.0779193	0.074056	0.064434	0.0664443	0.0599199	0.0549927	0.0870366	0.1168635	0.1984434	0.213147	0.2416434	0.1977223	0.1788319	0.189234	0.1859836
YGL156W	0.3825701	0.38015	0.4368889	0.6056704	0.5597399	0.5438918	0.6210663	0.5789488	0.5426832	0.5489153	0.5386233	0.5555129	0.5100165	0.5187577	0.3919597	0.3054034	0.2919529	0.2803674	0.2501912	0.2826248	0.301037
YKR096W	0.4344167	0.3391842	0.3715441	0.3858466	0.3344758	0.3761936	0.3654324	0.3749245	0.3258918	0.3834221	0.3456967	0.4075983	0.392952	0.3865784	0.3579694	0.3759904	0.3648899	0.3967677	0.3535725	0.4540334	0.4449143
YJR157W	0.2443316	0.2885703	0.2572581	0.2040388	0.1478526	0.1145737	0.1171143	0.1009419	0.1162838	0.1130052	0.122906	0.0826567	0.107878	0.1913845	0.2541315	0.3020843	0.3471298	0.3055037	0.3816639	0.3075446	0.272284
YGL225W	0.9928018	1.0349926	0.9885349	0.9525338	0.9299807	0.9307025	0.9594871	1.0133999	1.0053288	1.0625366	1.0424832	0.9795049	1.0054964	1.022332	1.0799862	1.0262121	1.0171468	1.01039	1.0087425	0.9952469	0.990519
YBR183W	0.129725	0.1110607	0.0909312	0.1115753	0.1294988	0.1142885	0.0890834	0.0994549	0.1449338	0.1162284	0.1149898	0.0955587	0.0921375	0.1087617	0.107375	0.1001553	0.0865273	0.1009011	0.1065821	0.1242554	0.125943
YOL156W	1.0612055	1.0408358	0.9453996	0.9810006	0.9706757	0.9561597	0.9563822	0.9421783	1.0061514	1.0253523	1.0438353	1.0152152	0.9615907	0.9094371	0.9777642	0.9748093	1.0102292	0.9498187	1.0008497	1.0708206	0.9605753
YMR087W	0.940052	0.8658498	0.6699862	0.4289787	0.2940544	0.2657828	0.2416146	0.2347721	0.2811593	0.2061343	0.1895543	0.3880313	0.6395373	0.7669194	0.8619982	0.8752773	0.9285388	0.97538	0.8834426	0.8888792	0.8437655
YMR086CA	0.0017579	0.002982	0.0081262	0.0889735	0.1057541	0.1055448	0.1577402	0.1097881	0.1016375	0.118613	0.0985314	0.0511926	0.0229546	0.0049615	0.0032674	0.0022009	0.0031789	0.0018935	0.0016323	0.0031331	0.0008547
YOR178C	0.7378465	0.6865575	0.6842844	0.7197697	0.6331546	0.6311142	0.612284	0.5915264	0.5490326	0.6025461	0.7070468	0.6411278	0.6320877	0.6671846	0.7182656	0.675584	0.6605146	0.7328934	0.6159857	0.6494266	0.5162496
YJL221C	0.1474451	0.0464399	0.0036007	0.0009579	0.0012926	0.0042323	0.0005571	0.0039018	0.0015979	0.0004528	0.0010708	0.1112557	0.148217	0.1479476	0.1387941	0.185221	0.1575159	0.1442121	0.1360593	0.1461946	0.1400404
YDR259C	0.3113109	0.355165	0.3224783	0.2889339	0.3046976	0.258281	0.2879748	0.3260105	0.2937945	0.2902094	0.2630303	0.2648197	0.2305118	0.2701333	0.2924572	0.3487623	0.3128961	0.3391078	0.3609256	0.3794598	0.3576518
YBL029W	0.2917224	0.3374731	0.541866	0.7824988	0.7282108	0.6430222	0.7583884	0.6981328	0.8347313	0.8347162	0.7716453	0.6195734	0.4907293	0.366092	0.3188154	0.4110624	0.4489943	0.4273099	0.4006463	0.3023235	0.3394658
YIL119C	0.6832775	0.6002975	0.5951756	0.7149836	0.7125762	0.6720853	0.5735424	0.6206331	0.6240733	0.5915434	0.5958621	0.5372888	0.5195331	0.6176597	0.6105463	0.6162787	0.6547231	0.6219286	0.6691747	0.6378545	0.6097489
YPL177C	0.4443172	0.544822	0.3901962	0.2894466	0.2736811	0.275661	0.2804526	0.2792072	0.2706472	0.2785298	0.2925998	0.1488505	0.2415152	0.4070449	0.4071131	0.410688	0.5162612	0.5118309	0.4063321	0.373934	0.4082051
YJR159W	0.241245	0.1698346	0.1651138	0.2389128	0.2519468	0.3318123	0.3518998	0.3563636	0.3540169	0.3483218	0.3417158	0.396082	0.3415962	0.2895917	0.2415464	0.2505954	0.2330168	0.2045807	0.2089415	0.2581585	0.2536005
YIL118W	0.8644245	0.9506339	1.0046261	1.0579235	0.9976703	0.9475361	0.9367991	0.9982484	0.9973276	1.0357856	1.0973349	0.9462188	0.8940094	0.8824124	0.9566428	0.8368797	0.7921725	0.8172199	0.8223307	0.8595314	0.8097788
YDL246C	0.9617342	1.0041861	1.0080285	0.9482623	1.0057441	0.9757245	0.8920769	0.9570617	0.8797721	0.9109694	0.9242894	1.0233756	0.9893888	0.9357839	0.9575624	1.0374625	0.9770443	1.0019736	0.9798145	0.9857216	0.9811819
YDL245C	0.9626662	0.9232545	0.9051732	0.9394821	0.9557853	0.9782433	0.9992493	0.9238144	0.9565046	0.9091686	0.9667267	0.9377101	0.8575042	0.9137606	0.9648641	0.8929653	0.7652919	0.6978182	0.8006122	0.8710456	0.8425468
YEL040W	0.4732371	0.3848505	0.4597069	0.5838763	0.66688	0.6787691	0.769894	0.7874662	0.7636484	0.7940431	0.8043757	0.7070225	0.630423	0.599322	0.5783009	0.5345468	0.531425	0.4615763	0.4469884	0.4514794	0.4685512
YJR158W	0.5021128	0.4828839	0.5218507	0.5731362	0.5780299	0.6549795	0.6321355	0.6255475	0.5466098	0.5932296	0.5874489	0.604018	0.5688811	0.5107399	0.4751387	0.4816408	0.464036	0.5430784	0.5822497	0.5601545	0.5024932
YER028C	0.7855095	0.6832307	0.7876059	0.8910459	0.8750148	0.8822674	0.937944	0.9807976	1.0052737	1.0175167	0.9558098	1.0555005	0.8841706	0.8000366	0.6928529	0.7563726	0.6795906	0.6612148	0.7058162	0.7646526	0.7244308
YEL070W	0.9527704	0.9562656	0.9593473	0.9580386	0.9929044	1.0160906	0.9592297	0.9758767	0.9484478	0.85271	0.8099594	0.8284358	0.8471231	0.8721877	0.8763488	1.0257737	0.8892319	0.9157867	0.8791197	0.9420726	0.901201
YGR146C	0.4210651	0.394674	0.4211118	0.3962729	0.3369427	0.3796933	0.4049752	0.3979191	0.447152	0.3799839	0.3815822	0.4012698	0.4014713	0.3919232	0.4239387	0.4360247	0.4521707	0.377799	0.4315042	0.4491922	0.4573631
YMR013WA	0.461665	0.4674475	0.5437055	0.5202654	0.5307793	0.509738	0.4833199	0.4955483	0.4908844	0.496769	0.5074193	0.4516782	0.4629554	0.473545	0.4585527	0.5041263	0.4758009	0.4175477	0.3804931	0.4500357	0.4877429
YPR126C	0.3410765	0.2795826	0.3300486	0.3451996	0.3296901	0.3477993	0.3445031	0.3615415	0.3227492	0.3343119	0.3556853	0.3378958	0.3305284	0.3598512	0.3435756	0.3552554	0.3532593	0.4104926	0.2898223	0.3155568	0.2622907
YPR127W	0.0556952	0.0688485	0.0722685	0.0500009	0.0588216	0.0787224	0.0361747	0.0734417	0.0703442	0.0771767	0.0770013	0.0540046	0.0305288	0.0452733	0.0419275	0.0461953	0.0595982	0.0539299	0.0718791	0.0674033	0.0738859
YIR020WB	0.7480594	0.6406399	0.5307887	0.4381974	0.4469474	0.4111649	0.4199649	0.4595462	0.5503588	0.4434638	0.5406301	0.6111618	0.7212062	0.7785601	0.6965827	0.7356579	0.7360731	0.7970781	0.7800147	0.724025	0.6388492
YKL043W	0.7653111	0.2607654	0.1527705	0.1139582	0.1484716	0.1236273	0.1468034	0.1232787	0.1184533	0.0938148	0.1050666	0.5159208	0.7120979	0.74398	0.6859889	0.7444225	0.7368648	0.7125394	0.6088737	0.6029013	0.6237565
YIR021W	0.3312274	0.4148388	0.408915	0.4299259	0.4551098	0.4465305	0.4273764	0.440193	0.4189457	0.4024585	0.422137	0.4105486	0.4022406	0.4329379	0.4748354	0.4084575	0.4563221	0.4763854	0.4251552	0.365638	0.4170207
YOR113W	0.9241654	0.9732641	0.9881421	1.0087457	0.986392	1.0082834	0.9540652	0.9183673	0.9991211	0.9042207	0.9615583	0.9817825	0.9892648	1.0154058	1.0251768	1.0194044	1.0796123	1.0130771	1.0533421	1.0264762	0.9896319
YBL029CA	1.0549643	0.7909611	0.6707789	0.6161913	0.6042764	0.6066013	0.5445791	0.5914402	0.6498482	0.7189715	0.7076683	0.8653285	1.0164622	0.9531401	0.9988349	0.9841349	0.9451462	0.9597072	1.0328136	1.0124924	1.0431439
YPR013C	0.7328095	0.814023	0.732573	0.7736274	0.8716219	0.9525995	0.8319771	0.8435498	0.8880364	1.0628056	0.8756941	0.6255617	0.4056818	0.4664576	0.6652483	0.849826	0.8145363	0.7724209	0.8083689	0.8120728	0.7724221
YIR019C	0.5212957	0.6544202	0.6201993	0.6206032	0.5854668	0.6517123	0.6330894	0.6520885	0.6555175	0.6527348	0.6259593	0.6391798	0.5924755	0.5782718	0.5522576	0.6519673	0.5581247	0.5025568	0.5190419	0.5511083	0.566864
YKL110C	1.0004555	0.9603349	0.9796403	1.0241099	0.9595929	0.9321051	0.9543291	0.9759485	0.9265936	0.9626597	1.0152846	0.963929	0.9490412	0.9297999	0.9584681	1.0451019	0.9280586	0.9208319	0.9855166	1.0488714	0.9975249
YJR094C	0.5659671	0.5193093	0.3481777	0.1889216	0.1221606	0.1539561	0.1242365	0.1555488	0.1272217	0.1364644	0.1135616	0.2121019	0.4369122	0.5143501	0.5232753	0.5359957	0.4907129	0.5878059	0.5839437	0.5216728	0.4566418
YAL040C	0.1465983	0.1017911	0.166013	0.3079876	0.4123953	0.437914	0.5361661	0.5335477	0.511677	0.5193576	0.5016812	0.3741045	0.2747144	0.1792527	0.1395958	0.1345128	0.143139	0.1452871	0.1191144	0.1149325	0.0903384
YFL062W	0.4118841	0.3826797	0.6050038	0.886559	0.7833936	0.9171657	0.9190169	0.8260967	0.8411176	0.8867987	0.8936653	0.6438243	0.4764151	0.4116712	0.4072299	0.4305874	0.4510481	0.4415035	0.3957825	0.4526854	0.393722
YOL121C	0.3262562	0.3673856	0.2828135	0.3116946	0.2901722	0.2909899	0.271849	0.2854431	0.3150624	0.3434684	0.3416113	0.3050371	0.3077416	0.2978247	0.3158138	0.2707794	0.270618	0.3003223	0.3264517	0.3082631	0.32673
YIL171W	0.6970966	0.7273314	0.8111684	0.810103	0.6999253	0.6903026	0.8018432	0.6537548	0.7125629	0.6806279	0.6224079	0.6228985	0.6952152	0.5991338	0.6027918	0.6897124	0.7240826	0.7001892	0.6408828	0.7060009	0.7477112
YIL172C	0.5001471	0.6970026	0.7736776	0.7492292	0.7222639	0.8175338	0.7731466	0.7068492	0.7758427	0.6661843	0.5786504	0.4102714	0.4426968	0.4722081	0.4686957	0.4580352	0.4846928	0.4284609	0.4499825	0.4800232	0.4067628
YHL027W	0.1383876	0.1647722	0.1453651	0.0927917	0.0667705	0.0680063	0.0766981	0.092824	0.0555372	0.0893402	0.0954483	0.0606303	0.058071	0.0615134	0.0980783	0.1049884	0.1072507	0.0792283	0.0855308	0.0945518	0.0833286
YDR442W	0.7226087	0.6784569	0.6656915	0.6895968	0.7035948	0.7380568	0.8422208	0.746811	0.7427551	0.6746784	0.7204881	0.7724089	0.6900924	0.8154132	0.6764086	0.6973199	0.8017177	0.7591139	0.7028511	0.7218659	0.6781183
YDR441C	0.2060529	0.1805742	0.1386941	0.1580307	0.1903996	0.1999989	0.2211615	0.2566414	0.2785322	0.2325409	0.2175859	0.2629442	0.2808386	0.2999302	0.3045272	0.2577254	0.2255927	0.2128435	0.1595073	0.1993217	0.234893
YGL035C	0.0082816	0.0069858	0.0220986	0.0264095	0.0187738	0.0043995	0.009065	0.0232022	0.0159956	0.0078463	0.0126428	0.0024604	0.0017664	0.0045482	0.0092064	0.0045732	0.0058924	0.010322	0.0160984	0.0118252	0.018956
YIL170W	1.0589117	0.974024	0.9443151	0.860306	0.940555	1.0085358	1.0255508	0.9861639	1.0192375	0.9936873	0.9145438	0.9522904	0.98921	0.9706507	1.0008586	0.9875266	0.8801707	1.0207485	1.0100571	0.9375465	0.9935138
YOL157C	0.0928993	0.0944503	0.088234	0.0856952	0.0634178	0.0859808	0.0748563	0.0932046	0.0855102	0.0694925	0.0580151	0.0611469	0.0451257	0.053878	0.0527814	0.0708405	0.0837356	0.0532205	0.0459834	0.077167	0.083564
YER045C	0.1577289	0.0911997	0.0491915	0.0365746	0.0337926	0.0310721	0.0265782	0.0249016	0.0152032	0.0145031	0.018686	0.0912511	0.1048129	0.165397	0.1372105	0.112683	0.1622963	0.1526616	0.1823075	0.2127172	0.1999256
YEL076CA	0.9461936	1.0857434	0.9434746	0.8070749	0.7833598	0.798867	0.8194466	0.7945885	0.7333214	0.7482115	0.803872	0.634748	0.7848908	0.8626542	0.7884887	0.9018773	0.8499598	0.90752	0.8701424	0.9728599	0.911782
YEL076C	0.2374009	0.3739968	0.2752152	0.3247265	0.3168064	0.3218361	0.2534465	0.254036	0.2548597	0.2646894	0.2973227	0.2363305	0.2270813	0.3022608	0.3288321	0.2836801	0.2387623	0.280928	0.2841472	0.3684124	0.3289402
YDR089W	0.9718432	0.9626197	1.0074564	0.9548601	0.958335	0.9109674	0.9643242	0.9780671	1.0249273	1.0373003	1.021978	1.0206585	1.0408006	1.0137576	1.1023663	1.0224141	0.951822	0.9275607	0.9595502	0.9748457	0.9995489
YBL030C	0.3951555	0.3746902	0.1886156	0.1376788	0.1134633	0.112603	0.1141039	0.1452269	0.1637359	0.1286739	0.116672	0.134643	0.2179098	0.4110931	0.4441853	0.4339866	0.4212925	0.4096302	0.4353235	0.3191357	0.4103435
YDL149W	0.9448318	0.3812551	0.2172886	0.2037975	0.2005246	0.2156613	0.2572523	0.2764526	0.2058726	0.2117899	0.2259342	0.7509253	0.8890409	0.9274884	0.9436135	0.9006797	0.9881365	0.8962846	1.0078583	0.8831906	0.8815688
YMR017W	0.6668555	0.70866	0.556811	0.2790129	0.303416	0.2393108	0.2246064	0.2275838	0.1869089	0.2084489	0.2522466	0.3124942	0.5081285	0.4852978	0.6165049	0.6328101	0.7065889	0.6923278	0.5839319	0.5921468	0.6359035
YMR319C	0.530792	0.4461498	0.6486458	0.6785732	0.7161741	0.6705894	0.6503973	0.6472403	0.7554809	0.7468838	0.7272383	0.6218722	0.5362581	0.4624163	0.4788834	0.4892853	0.4229612	0.4897047	0.4606791	0.5236664	0.5007677
YLR023C	0.9586341	0.8194651	0.6952452	0.7893099	0.7350798	0.7036744	0.698244	0.6557058	0.6252363	0.6619754	0.7058824	0.8849182	0.9230576	0.9064039	0.9588686	0.9532457	0.9875797	0.9825949	1.0082027	0.9301877	0.9960786
YOR355W	0.1811322	0.0833772	0.0598416	0.0257857	0.0278753	0.0295492	0.0226541	0.0141607	0.0189084	0.0203676	0.0190105	0.0135574	0.0131111	0.0180467	0.0473674	0.0474609	0.0436312	0.0624015	0.0499979	0.0679435	0.0402881
YMR014W	0.778935	0.8061938	0.7031574	0.7917964	0.8053163	0.793603	0.6783175	0.7280599	0.7731536	0.7950269	0.7635932	0.7595124	0.747376	0.6859074	0.6376197	0.7201163	0.7259494	0.6961918	0.7111677	0.7853802	0.8001693
YPL089C	1.0054857	1.0223957	1.0137266	0.9845112	0.903276	0.9758006	1.0876083	0.9389579	0.9106167	1.0185448	1.0772592	1.0101896	0.9933315	0.9167045	1.0173079	1.0555816	1.0053183	1.010321	1.0184305	1.0252705	1.0762313
YJL106W	0.8341152	0.7525919	0.8348472	0.922435	0.9088909	0.9029726	0.8413828	0.8965151	0.8387051	0.8929734	0.9013836	0.830831	0.8275684	0.7838796	0.7964025	0.7908594	0.7118106	0.7204759	0.6390054	0.7621846	0.7815892
